AssetID,Category,Location,WeeklyHours,UtilizationLevel,Status,RentalSavingsPotential,LastUpdated
MB-06,Message Board,2023-007 Ector BI 20E Rehab Roadway,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
CFM-17,Concrete Finish,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-011,Message Board,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
HAB-01,Arrow Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
LP-07,Light Plant,TRAFFIC WALNUT HILL YARD,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ET-32 (URIEL GARCIA-ANDRADE),Pickup Truck,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HAB-???,Arrow Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
DST-01,Heavy Truck,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ME-36,Arrow Board,TRAFFIC WALNUT HILL YARD,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
AB-05,Arrow Board,2022-023 Riverfront & Cadiz Bridge Improvement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SFB-07S,Truck Mounted Attenuator (TMA)," Dallas Pkwy, Plano, TX 75093",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SFB-06S,Truck Mounted Attenuator (TMA)," Dallas Pkwy, Plano, TX 75093",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-##?,Arrow Board,"6998 - 6800 Cloud Swept Ln, Houston, TX 77086",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HAB-11,Arrow Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
HAB-12,Arrow Board,"6998 - 6800 Cloud Swept Ln, Houston, TX 77086",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HMB-04,Message Board,"5103 - 5123 S Acres Dr, Houston, TX 77048",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-30 (JUAN L. RUIZ),Pickup Truck,"5659 - 5677 Cedarcrest Dr, Haltom City, TX 76117",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-??,Message Board,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-07S,Message Board," TX-146 N, Baytown, TX 77520",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SFB-14,Truck Mounted Attenuator (TMA),2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-03,Message Board,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
AB-007,Arrow Board,2022-023 Riverfront & Cadiz Bridge Improvement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HAB-05,Arrow Board,"1640 - 1952 County Road 99, Alvin, TX 77511",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
LP-118,Light Plant,2024-012 Dal IH635 U-Turn Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-008,Message Board,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-3017,Arrow Board,2023-006 (OFFICE) Tarrant SH 183 Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HAB-09,Arrow Board,Beaumont RAG Property,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-##?,Message Board,2024-025 LIBERTY FM 787 EMC BRIDGE,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-31 (RAMIRO VAZQUEZ DE LA CRUZ),Pickup Truck,2024-012 Dal IH635 U-Turn Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
RTX-AB019,Arrow Board,TRAFFIC WALNUT HILL YARD,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
STAB-07,Arrow Board,"5665 - 5601 Keeneland Pkwy, Dallas, TX 75211",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HAB-10,Arrow Board,"924 - 942 E Jefferson Blvd, Dallas, TX 75203",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HFT-05,Flatbed Trailer,2024-012 Dal IH635 U-Turn Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
WTR-##,Water Trailer," South Fwy, Houston, TX 77004",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-27 (ALONSO MIRAMONTES),Pickup Truck,2023-006 Tarrant SH 183 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-37 (SABINO IBARRA),Pickup Truck,2023-007 Ector BI 20E Rehab Roadway,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-28 (JORGE L. FLORES),Pickup Truck,"6934 - 6968 Eastridge Rd, Odessa, TX 79765",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HAB-13,Arrow Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ME-32,Message Board," Dallas North Tollway S, Dallas, TX 75219",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-10S,Message Board,24-04 DALLAS SH 310 INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-14S (Keith Smith),Pickup Truck,2023-035 (5) HARRIS VA BRIDGE REHAB,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SFB-16,Truck Mounted Attenuator (TMA),2024-024 (1) TARRANT CS INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-??/??,Arrow Board,"8448 - 8400 N Belt Line Rd, Irving, TX 75063",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-???????,Arrow Board," S Riverfront Blvd, Dallas, TX 75207",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
14FT-01S,Flatbed Trailer,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-35 (JESUS LOPEZ SOTO),Pickup Truck,2024-004 CoD Sidewalks 2024 (#23-BFR1),25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
STAB-08,Arrow Board,"8498 - 8450 N Belt Line Rd, Irving, TX 75063",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-??? ,Arrow Board,2023-014 (1) TARRANT IH 20 US 81 BR,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-08S (JAMES GABE),Pickup Truck,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-09S,Message Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ME-31,Message Board," US-67 N, Dallas, TX 75207",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
DT-13,Heavy Truck,2024-004 CoD Sidewalks 2024 (#03),25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-260,Pickup Truck,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-50,Message Board,2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-51,Message Board,2023-006 Tarrant SH 183 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
DT-11,Heavy Truck,"1640 - 1952 County Road 99, Alvin, TX 77511",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
R-32,Roller,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-17S (OPEN SELECT JST),Pickup Truck,"2757 - 2771 Parkview Ln, Bedford, TX 76022",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
LP-116,Light Plant,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
DTF-03S (14T),Flatbed Trailer,24-04 DALLAS SH 310 INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
EX-03S (stolen on 6/23/24),Excavator,DFW Yard,5,IDLE,IDLE - Consider Deployment,2250,2025-05-29 05:13:25
ML-05,Man Lift,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
DD-03,Roller,2023-007 Ector BI 20E Rehab Roadway,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-49,Message Board," Dallas North Tollway S, Frisco, TX 75034",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
DT-12,Heavy Truck,2024-004 City of Dallas Sidewalk 2024 (YARD),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-18S (JST SELECT 250),Pickup Truck,"2801 - 2819 Wildplum Dr, Arlington, TX 76015",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-48,Message Board,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
CM-04,Heavy Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
LP-117,Light Plant,"5125 - 5201 S Acres Dr, Houston, TX 77048",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AC-26,Air Compressor,2024-012 Dal IH635 U-Turn Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AC-25 (0153),Air Compressor,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
LP-115 (P1007120),Light Plant,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
CT-28,Cargo Trailer,"10401 - 10529 Las Brisas Dr, Dallas, TX 75243",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-33 (VALENTIN LOPEZ),Pickup Truck,2024-004 CoD Sidewalks 2024 (#03),25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-29 (JOSE RANGEL),Pickup Truck,2024-004 CoD Sidewalks 2024 (#06),25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-38,Arrow Board,2024-024 (1) TARRANT CS INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
STMB-08,Message Board,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
AB-???? ,Arrow Board,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-08S,Message Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
DTC-02S,Cargo Trailer,"1401 - 1499 Carswell Ter, Arlington, TX 76010",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-39,Message Board,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HMB-02,Message Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
WEL-15,Welder,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-33,Message Board,2024-023 TARRANT RIVERSIDE BRIDGE REHAB,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-268 (OEPN),Pickup Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
AC-27,Air Compressor,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
"ET-41 (Hampton, Justin D)",Pickup Truck,TEXDIST,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-42 (JUAN C. BERJES RUIZ),Pickup Truck," Lyndon B Johnson Fwy, Dallas, TX 75240",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-L1003321,Message Board,2023-035 (5) HARRIS VA BRIDGE REHAB,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-43 (Eric Giebelhaus),Pickup Truck,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ML-06,Man Lift,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-270 (OPEN),Pickup Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-20S (OBALDO CHAVEZ),Pickup Truck,"1832 - 1860 Bear Creek Pkwy, Euless, TX 76039",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
WEL-16,Welder,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-54,Arrow Board," Dallas Pkwy, Plano, TX 75093",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-59,Arrow Board,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-03S,Arrow Board,24-04 DALLAS SH 310 INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-61 (R1006828),Message Board,2024-025 LIBERTY FM 787 EMC BRIDGE,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
R-33,Roller,2023-006 (OFFICE) Tarrant SH 183 Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
14DT-02S,Dump Trailer,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ME-37,Message Board," Dallas Pkwy, Plano, TX 75093",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
LP-114 (P1007116),Light Plant,2021-017 Plano Collin Creek Culvert Imp,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
7TD-01,Trailer,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
GNT-02s,Goose Neck,"1640 - 1952 County Road 99, Alvin, TX 77511",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-269 (Hector Claudio),Pickup Truck,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ML-07,Man Lift,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-55,Arrow Board,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-58,Arrow Board,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
TH-11,Telehandler,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
MB-05S (411774),Message Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
SFB-15,Truck Mounted Attenuator (TMA),2023-007 Ector BI 20E Rehab Roadway,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-16S (ISAAC ROMERO),Pickup Truck," Dallas North Tollway N, Plano, TX 75024",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
WL-10,Wheel Loader,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-15S (OPEN),Pickup Truck,TEXDIST,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-38 (Caleb Padgett),Pickup Truck,2024-004 CoD Sidewalks 2024 (#27 KEENELAND PKWY),25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-39 (JOSE TERRAZAS),Pickup Truck,2024-012 Dal IH635 U-Turn Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-19S (BRYAN FIGUEROA),Pickup Truck,"801 - 851 Chicago Ave, Nederland, TX 77627",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HAB-03,Arrow Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
MT-14 (Ivan Torres),Medium Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
EX-04S,Excavator,"1640 - 1952 County Road 99, Alvin, TX 77511",25,LOW,LOW USE - Available for Reallocation,2250,2025-05-29 05:13:25
ME-57,Arrow Board,"10900 - 10984 Composite Dr, Dallas, TX 75220",45,ACTIVE,ACTIVE - Optimal Utilization,0,2025-05-29 05:13:25
ME-60 (R1006827),Message Board," E Highway 67, Keene, TX 76031",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
DTC-18,Cargo Trailer,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
30T-01,Flatbed Trailer,2024-004 City of Dallas Sidewalk 2024 (YARD),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-21S (RED44664),Heavy Truck,"1640 - 1952 County Road 99, Alvin, TX 77511",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
CFM-18 (ALLEN SCREED 22.5'),Truss Screed,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-53,Arrow Board,2024-024 (1) TARRANT CS INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-01S,Arrow Board,24-04 DALLAS SH 310 INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-02S,Arrow Board," Dallas Pkwy, Plano, TX 75093",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
S-10,Heavy Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
AB-1531994,Arrow Board,TRAFFIC WALNUT HILL YARD,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
MB-1004707,Message Board,2024-023 TARRANT RIVERSIDE BRIDGE REHAB,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ML-08,Man Lift,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-277 (Said Garcia),Pickup Truck," N Belt Line Rd, Irving, TX 75063",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-282 (JUSTIN WAYNE OWENS),Pickup Truck,"101 - 199 Cowpoke Ct, Decatur, TX 76071",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
14FT-04S (R2360779),Flatbed Trailer,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
RTX-AB015,Arrow Board,2022-008 Gregg CS Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-531993,Arrow Board,2022-008 Gregg CS Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-526124,Arrow Board,2024-012 Dal IH635 U-Turn Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
CM-03,Z-Class Volumetric Mixer,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-56,Arrow Board,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-04S,Arrow Board,24-04 DALLAS SH 310 INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-05S,Arrow Board,24-04 DALLAS SH 310 INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ML-09,Man Lift,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-280 (ANDRES BLANCO),Pickup Truck,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-281 (JOSUE MARTINEZ),Pickup Truck,2024-019 (15) Tarrant VA Bridge Rehab,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
CS-02S,Walk Behind Saw,"5100 - 5298 Jezebel St, Houston, TX 77033",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
WEL-01S,Welder,"13101 - 13299 Withee Path Ln, Houston, TX 77048",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HAB-02,Arrow Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
14FT-03S (S2372507),Flatbed Trailer,2023-035 (5) HARRIS VA BRIDGE REHAB,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-22S (ALBERT MENDIETA),Pickup Truck,"2270 - 2256 Decker Dr, Baytown, TX 77520",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-274 (Grecia Mancho Camacho),Pickup Truck,"2400 - 2498 Knight St, Dallas, TX 75219",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-276 (Mario Moya),Pickup Truck,2024-004 CoD Sidewalks 2024 (#06),25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
CC-03,Crane,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,4000,2025-05-29 05:13:25
TH-12,Telehandler,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
#210013 - MATTHEW C. SHAYLOR,Pickup Truck,"10004 - 10026 Voss Ave, Fort Worth, TX 76244",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
#210073 - BIKHYAT ADHIKARI,Personal Vehicle,2023-006 (OFFICE) Tarrant SH 183 Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
Arrow board make shift trailer,Arrow Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
SS-44 (ROLANDO COLMENERO-GARCIA),Skid Steer,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
EDT-03,Dump Trailer,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
EDT-04,Dump Trailer,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-278 (Juan Castro),Pickup Truck," N Akard St, Dallas, TX 75202",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-279 (AARON CONCHA),Pickup Truck,24-04 DALLAS SH 310 INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SFB-22,Truck Mounted Attenuator (TMA),2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
14T-45 (HTX DUMP TRAILER),Dump Trailer,2024-025 LIBERTY FM 787 EMC BRIDGE,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
CS-01S,Walk Behind Saw,"5201 - 5399 Grace Point Ln, Houston, TX 77048",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-23S,Pickup Truck,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-24S,Pickup Truck," Decker Dr, Baytown, TX 77520",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
#210055 - ADAM H. GOODE,Personal Vehicle,2021-017 Plano Collin Creek Culvert Imp,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MT-15 (Korbin Gee),Pickup Truck,"4499 - 4301 Fall Creek Hwy, Granbury, TX 76049",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
TDT-01 ( ),ASPHALT DISTRIBUTOR TRAILER,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
EDT-01,Dump Trailer,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
S-13 (086733),Heavy Truck,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
EX-84,Excavator - Large,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-284 (OPEN),Pickup Truck," Dallas North Tollway N, Dallas, TX 75219",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
EDT-02,Dump Trailer,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
VT-01 (LP873),Vacuum Trailer,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
WL-13 (R08392),Wheel Loader,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
S-11,Heavy Truck,"12712 - 12720 Chinaberry Ct, Fort Worth, TX 76040",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-12s,Message Board,"3652 - 3686 Dallas Pkwy, Plano, TX 75093",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
CM-05,Z-Class Volumetric Mixer,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SFB-09s,Truck Mounted Attenuator (TMA),,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
BT-03s,Medium Truck,"2304 - 2272 Decker Dr, Baytown, TX 77520",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-????????,Message Board,2024-024 (1) TARRANT CS INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
TD-01s,Flatbed Trailer,2024-004 City of Dallas Sidewalk 2024 (YARD),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
BOAT-01,Boat,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SS-46 ( Josue Martinez ),Skid Steer,2024-019 (15) Tarrant VA Bridge Rehab,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SS-45 ( Alonso Miramontes ),Skid Steer,2023-006 (OFFICE) Tarrant SH 183 Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
