StartDate,ReportParameters_1,Values_1
04/01/2025,Company:,Ragle - Texas
04/01/2025,Status:,Active

EndDate,ReportParameters_2,Values_2
04/30/2025,Data Source:,Gauge Device
04/30/2025,,Including Assets with No Usage

Month_Hours,AssetLabel_Hours,AssetMonth_Hours,AssetPeriod_Hours,MonthTotal_Hours,PeriodTotal_Hours
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-227 (JOSE RANGEL loaner) FORD F250 2022 Pickup Truck +,0:50,0:50,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,BT-02S FORD F450 2011 Heavy Truck +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,#210055 - ADAM H. GOODE JEEP GLADIATOR Personal Vehicle +,3:22,3:22,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-104 (MARTIN ESCOBEDO JR) FORD F150 2017 Pickup Truck +,9:17,9:17,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-218 (Michael Hammons) FORD F250 2022 Pickup Truck +,3:49,3:49,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-25 (JESUS O. RODARTE SERRANO) FORD F250 2023 Pickup Truck +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-14 (Caleb Kocmick) RAM 1500 2022 Pickup Truck +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,0:53,0:53,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-279 (AARON CONCHA) FORD F250 XL 2024 Pickup Truck +,0:02,0:02,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,DT-08 (WELDING TRUCK) FORD F550 2013 Medium Truck +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,MT-15 (Korbin Gee) FORD F550 2024 Pickup Truck +,1:10,1:10,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,WL-04 CAT 938M 2017 Wheel Loader +,36:57,36:57,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-04 (GERALD EHIMHEN) RAM 1500 2022 Pickup Truck +,0:12,0:12,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-193 (OPEN DFW TC USING) FORD F250 2021 Pickup Truck +,0:13,0:13,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-269 (Hector Claudio) FORD F350 2024 Pickup Truck +,0:21,0:21,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-242 (HECTOR SANCHEZ) FORD F250 2023 Pickup Truck +,0:01,0:01,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-107 (DFW OFFICE TRUCK) FORD F150 2017 Pickup Truck +,0:12,0:12,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-09S (JOVAN ESPINOZA-CASILLAS) FORD F150 2022 Pickup Truck +,0:18,0:18,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-172 (FRANCISCO DIAZ SERNA) FORD F150 2020 Pickup Truck +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-208 (SALVADOR AGUILLON) FORD F250 2019 Pickup Truck +,0:10,0:10,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,SFB-14 INTERNATIONAL 4300 2018 Truck Mounted Attenuator (TMA) +,0:05,0:05,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-180 (ROBERTO LUMBRERAS) FORD F250 2020 Pickup Truck +,0:01,0:01,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,MT-14 (Ivan Torres) FORD F550 2023 Medium Truck +,6:10,6:10,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-278 (Juan Castro) FORD MAVERICK XL 2024 Pickup Truck +,7:34,7:34,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-24 (Troy Malette) FORD F250 2023 Pickup Truck +,1:18,1:18,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,EX-80 JOHN DEERE 300G 2022 Excavator +,152:50,152:50,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-284 (OPEN) FORD F250 XL 2024 Pickup Truck +,0:02,0:02,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,MT-09 (LORENZO APARICIO) FORD F550 2019 Medium Truck +,0:19,0:19,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-219 (VALENTIN LOPEZ) FORD F250 2022 Pickup Truck +,0:18,0:18,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-18S (JST SELECT 250) FORD F250 2024 Pickup Truck +,0:05,0:05,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,SFB-07S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,DT-13 FREIGHTLINER M2 2017 Heavy Truck +,1:32,1:32,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,S-09 PETERBILT 567 2016 Heavy Truck +,1:06,1:06,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-02 (Anthony Hardimon) RAM 1500 2022 Pickup Truck +,0:02,0:02,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-228 (DANIEL LOPEZ) FORD F250 2022 Pickup Truck +,0:06,0:06,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-43 (Eric Giebelhaus) FORD F150 STX 2024 Pickup Truck +,0:07,0:07,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,BRO-05 BROCE RJ350 2008 Sweeper +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-09 (JOSE C. RAMIREZ) RAM 1500 2022 Pickup Truck +,0:24,0:24,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,DT-12 FREIGHTLINER M2 2019 Heavy Truck +,0:31,0:31,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,#210013 - MATTHEW C. SHAYLOR JEEP WRANGLER 2024 Pickup Truck +,0:10,0:10,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-17S (OPEN SELECT JST) FORD F250 2024 Pickup Truck +,0:05,0:05,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-277 (Said Garcia) FORD MAVERICK XL 2024 Pickup Truck +,8:22,8:22,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-237 (JUAN C. MIRAMONTES JR) FORD F250 2023 Pickup Truck +,0:12,0:12,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-177 (SALVADOR RODRIGUEZ JR) FORD F250 2020 Pickup Truck +,0:19,0:19,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,SFB-06S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-28 (JORGE L. FLORES) FORD F250 2024 Pickup Truck +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-159 (OPEN) FORD F250 2019 Pickup Truck +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-29 (JOSE RANGEL) FORD F250 2024 Pickup Truck +,0:51,0:51,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-167 (OMAR RAMIREZ) FORD F150 2020 Pickup Truck +,0:03,0:03,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-226 (CATALINO FLORES SR) FORD F250 2022 Pickup Truck +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,DT-01S FORD F650 2011 Heavy Truck +,0:03,0:03,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-22 (JUAN LOPEZ) FORD F250 2023 Pickup Truck +,0:12,0:12,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-37 (SABINO IBARRA) FORD F250 2024 Pickup Truck +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-19 (Osiel Salaices) RAM 1500 2022 Pickup Truck +,2:38,2:38,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-23 (JOSE J. RIVERA) FORD F250 2023 Pickup Truck +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-194 (Albert Perry is using) FORD F250 2021 Pickup Truck +,0:01,0:01,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,S-10 KENWORTH T880 2025 Heavy Truck +,6:54,6:54,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,D-13 CAT D3K2 XL 2016 Dozer +,25:08,25:08,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,CFM-11 GOMACO COMMANDER III 2017 Concrete Finish +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-89 (ROBERT NEFF) FORD F150 2017 Pickup Truck +,29:15,29:15,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-156 (Eduardo Alvarado) FORD F150 2019 Pickup Truck +,0:04,0:04,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,0:39,0:39,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,SFB-22 FREIGHTLINER M2 2015 Truck Mounted Attenuator (TMA) +,0:05,0:05,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ML-03 GENIE S60X 2011 Man Lift +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,EX-01S CAT 304E2 CR 2015 Excavator +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,SS-01S CAT 279D Skid Steer +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-244 (SAM ABUNEMEH) FORD F150 2023 Pickup Truck +,0:08,0:08,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-187 (ROBERTO LUMBRERAS Loaner) FORD F250 2021 Pickup Truck +,0:03,0:03,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-11S (RAFAEL MURATALLA-CEJA) CHEVROLET 2500HD 2023 Pickup Truck +,0:02,0:02,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,SFB-12 MACK MD6 2023 Truck Mounted Attenuator (TMA) +,0:14,0:14,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-247 (MARTIN SANCHEZ) FORD F150 2023 Pickup Truck +,0:04,0:04,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-05 (Anthony Hardimon Loaner) RAM 1500 2022 Pickup Truck +,0:02,0:02,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-30 (JUAN L. RUIZ) FORD F250 2024 Pickup Truck +,0:14,0:14,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-38 (Caleb Padgett) FORD F150 2024 Pickup Truck +,2:23,2:23,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-42 (JUAN C. BERJES RUIZ) FORD F150 XL 2024 Pickup Truck +,2:08,2:08,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,BH-16 CAT 420E 2012 Backhoe +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,SFB-13 MACK MD6 2023 Truck Mounted Attenuator (TMA) +,0:01,0:01,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-207 (JUAN CARLOS VAZQUEZ) FORD F250 2020 Pickup Truck +,28:08,28:08,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-26 (JUAN P. RODRIGUEZ) FORD F250 2024 Pickup Truck +,0:25,0:25,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-274 (Grecia Mancho Camacho) FORD MAVERICK XL 2024 Pickup Truck +,0:21,0:21,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,SFB-03 FREIGHTLINER M2 106 2012 Truck Mounted Attenuator (TMA) +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,6:01,6:01,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-202 (OPEN JOB SITE) FORD F250 2022 Pickup Truck +,0:23,0:23,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,#210003 - AMMAR I. ELHAMAD FORD F150 2024 Personal Vehicle +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,WL-12 (K03394) CAT 938M 2022 Wheel Loader +,35:27,35:27,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-20S (OBALDO CHAVEZ) FORD F250 2024 Pickup Truck +,0:03,0:03,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,"PT-168 (RAMIREZ, LUIS F) FORD F150 2020 Pickup Truck +",0:05,0:05,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-92 (STONIE BROWN) FORD F150 2016 Pickup Truck +,0:02,0:02,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,ET-31 (RAMIRO VAZQUEZ DE LA CRUZ) FORD F250 2024 Pickup Truck +,0:29,0:29,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,"ET-07 (HAYS, PAXTON C) RAM 1500 2022 Pickup Truck +",0:11,0:11,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-224 (NAGESH KUMAR) FORD F150 2022 Pickup Truck +,0:00,0:00,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,SFB-16 INTERNATIONAL 4300 2019 Truck Mounted Attenuator (TMA) +,0:05,0:05,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,"ET-41 (Hampton, Justin D) FORD F150 XL 2024 Pickup Truck +",11:54,11:54,441:51,441:51
2022-023 Riverfront & Cadiz Bridge Improvement,Apr,PT-282 (JUSTIN WAYNE OWENS) FORD F250 XL 2024 Pickup Truck +,43:12,43:12,441:51,441:51
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-167 (OMAR RAMIREZ) FORD F150 2020 Pickup Truck +,122:39,122:39,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,SFB-14 INTERNATIONAL 4300 2018 Truck Mounted Attenuator (TMA) +,106:13,106:13,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,"ET-41 (Hampton, Justin D) FORD F150 XL 2024 Pickup Truck +",0:05,0:05,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,DT-08 (WELDING TRUCK) FORD F550 2013 Medium Truck +,93:53,93:53,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,SS-24 CAT 242D 2015 Skid Steer +,45:31,45:31,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,DD-01S INTERNATIONAL 4300 2005 Heavy Truck +,0:19,0:19,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-156 (Eduardo Alvarado) FORD F150 2019 Pickup Truck +,19:07,19:07,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-180 (ROBERTO LUMBRERAS) FORD F250 2020 Pickup Truck +,2:27,2:27,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,AC-21 SULLAIR 185 AIR COMPRESSOR 2014 Air Compressor +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-239 (ALEJANDRO RODRIGUEZ) FORD F150 2023 Pickup Truck +,0:16,0:16,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-218 (Michael Hammons) FORD F250 2022 Pickup Truck +,0:43,0:43,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-177 (SALVADOR RODRIGUEZ JR) FORD F250 2020 Pickup Truck +,134:17,134:17,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,SFB-06S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,3:21,3:21,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,4:09,4:09,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,LP-116 WANCO UNKNOWN 2023 Light Plant +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-20S (OBALDO CHAVEZ) FORD F250 2024 Pickup Truck +,2:14,2:14,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,S-07 PETERBILT 388 2013 Heavy Truck +,2:06,2:06,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,EX-01S CAT 304E2 CR 2015 Excavator +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,AC-05 SULLAIR 185 2011 Air Compressor +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-224 (NAGESH KUMAR) FORD F150 2022 Pickup Truck +,12:39,12:39,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-227 (JOSE RANGEL loaner) FORD F250 2022 Pickup Truck +,20:11,20:11,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,LP-112 MAGNUM MLT3060K 2013 Light Plant +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-33 (JOSE P. LOPEZ LIRA) FORD F250 2024 Pickup Truck +,11:20,11:20,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,DT-13 FREIGHTLINER M2 2017 Heavy Truck +,4:36,4:36,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-282 (JUSTIN WAYNE OWENS) FORD F250 XL 2024 Pickup Truck +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,S-09 PETERBILT 567 2016 Heavy Truck +,8:38,8:38,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,SS-35 (JUAN P. RODRIGUEZ) CAT 279D3 Skid Steer +,18:34,18:34,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-22 (JUAN LOPEZ) FORD F250 2023 Pickup Truck +,88:19,88:19,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-35 (JESUS LOPEZ SOTO) FORD F250 2024 Pickup Truck +,0:12,0:12,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,S-10 KENWORTH T880 2025 Heavy Truck +,31:37,31:37,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ML-08 JLG 400S 2013 Man Lift +,43:05,43:05,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-274 (Grecia Mancho Camacho) FORD MAVERICK XL 2024 Pickup Truck +,45:14,45:14,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,SFB-03 FREIGHTLINER M2 106 2012 Truck Mounted Attenuator (TMA) +,64:30,64:30,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,BH-22 CAT 420F2 IT Backhoe +,18:57,18:57,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,BT-02S FORD F450 2011 Heavy Truck +,0:24,0:24,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-31 (RAMIRO VAZQUEZ DE LA CRUZ) FORD F250 2024 Pickup Truck +,3:00,3:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-228 (DANIEL LOPEZ) FORD F250 2022 Pickup Truck +,7:47,7:47,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,AC-27 SULLAIR UNKNOWN Air Compressor +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-43 (Eric Giebelhaus) FORD F150 STX 2024 Pickup Truck +,20:12,20:12,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ML-09 JLG 400S 2014 Man Lift +,70:26,70:26,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,EX-80 JOHN DEERE 300G 2022 Excavator +,9:27,9:27,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-284 (OPEN) FORD F250 XL 2024 Pickup Truck +,12:04,12:04,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,EX-40 JOHN DEERE 290G LC 2014 Excavator +,38:30,38:30,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-19 (Osiel Salaices) RAM 1500 2022 Pickup Truck +,2:29,2:29,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-13S (JAVIER MAGALLANES) FORD F150 2023 Pickup Truck +,0:35,0:35,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-24 (Troy Malette) FORD F250 2023 Pickup Truck +,0:22,0:22,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,SFB-16 INTERNATIONAL 4300 2019 Truck Mounted Attenuator (TMA) +,72:47,72:47,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-187 (ROBERTO LUMBRERAS Loaner) FORD F250 2021 Pickup Truck +,2:26,2:26,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,#210013 - MATTHEW C. SHAYLOR JEEP WRANGLER 2024 Pickup Truck +,0:03,0:03,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,SFB-09 FREIGHTLINER M2 106 2013 Truck Mounted Attenuator (TMA) +,0:02,0:02,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,SFB-12 MACK MD6 2023 Truck Mounted Attenuator (TMA) +,132:21,132:21,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,5:06,5:06,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-05 (Anthony Hardimon Loaner) RAM 1500 2022 Pickup Truck +,0:36,0:36,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-02 (Anthony Hardimon) RAM 1500 2022 Pickup Truck +,0:32,0:32,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,SFB-07S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,0:35,0:35,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-30 (JUAN L. RUIZ) FORD F250 2024 Pickup Truck +,108:32,108:32,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,DT-12 FREIGHTLINER M2 2019 Heavy Truck +,3:48,3:48,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-42 (JUAN C. BERJES RUIZ) FORD F150 XL 2024 Pickup Truck +,0:07,0:07,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ML-06 GENIE S-45 2016 Man Lift +,81:12,81:12,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-252 (JUAN C. REYES DIAZ) FORD F250 2023 Pickup Truck +,19:45,19:45,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,WT-08 PETERBILT 337 2019 Heavy Truck +,30:25,30:25,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,SS-01S CAT 279D Skid Steer +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,SS-36 (SALVADOR AGUILLON) CAT 279D3 Skid Steer +,48:23,48:23,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-107 (DFW OFFICE TRUCK) FORD F150 2017 Pickup Truck +,0:42,0:42,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-193 (OPEN DFW TC USING) FORD F250 2021 Pickup Truck +,117:21,117:21,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,DT-01S FORD F650 2011 Heavy Truck +,0:43,0:43,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,MT-15 (Korbin Gee) FORD F550 2024 Pickup Truck +,10:31,10:31,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,WT-09 FORD F750 2007 Heavy Truck +,0:01,0:01,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,1:37,1:37,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-29 (JOSE RANGEL) FORD F250 2024 Pickup Truck +,2:00,2:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-268 (OEPN) FORD MAVERICK XLT 2024 Pickup Truck +,0:13,0:13,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-276 (Mario Moya) FORD MAVERICK XL 2024 Pickup Truck +,5:40,5:40,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,BM-01 BLASTPRO MANUFACTURING BPZ-20-360 2017 Bridge Machine +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-28 (JORGE L. FLORES) FORD F250 2024 Pickup Truck +,0:08,0:08,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,AC-25 (0153) SULLAIR 185 2024 Air Compressor +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,BRO-03 BROCE RJ350 2005 Sweeper +,8:45,8:45,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-89 (ROBERT NEFF) FORD F150 2017 Pickup Truck +,0:20,0:20,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-09 (JOSE C. RAMIREZ) RAM 1500 2022 Pickup Truck +,3:25,3:25,2364:57,2364:57
